Review,Rating
Oh ! Sorry to hear that . This is quite unusual as we have steak from the market every day .,negative
So what ? It is not fresh and I'm not happy about it .,negative
"I'm sorry , sir . Do you wish to try something else ? That would be on the house , of course .",negative
"No , thank you .",negative
I'm looking for a white purse as a gift . Could you show what you have in stock ?,neutral
You are in luck . We just receive a shipment of several different styles of white purses .,positive
They must be popular again this season .,positive
"Yes , I believe they are . Here are something that might interest you .",positive
"Wow . this is nice . I'll take this one . I guess if she doesn't like it she can return it , right ?",positive
"Sure . Let me ring this up for you at the register . If you would like , this can be gift-wrapped for free . Just take it to the customer service department .",neutral
Dahua's Market . How can I help you ?,neutral
Where is your store located ?,neutral
"We are on Nanjing Road , next to the theatre .",neutral
"Right , I'll be right over .",positive
Farmer's Pet Store .,neutral
Can you please tell me where you are located ?,neutral
"Sure , we are off Singing Road , close to the bank .",neutral
"Thank you , I know where that is .",positive
"May I help you find something , sir ?",neutral
"I'm looking for an engagement ring for my girlfriend . I have an idea of what she likes , but I want to surprise her with something special , too .",neutral
"We have all shapes , sizes , qualities and price ranges , do you know about the four Cs of picking a diamond ?",neutral
"I think so . Aren't the four Cs , cut , clarity , carat and color .",neutral
You've got it . Tell me a little bit about what you might be wanted .,neutral
"Well , my price range is a 5,000 dollars to 7,000 dollars , I'm looking for a marquise cut on the wide band .",neutral
You have good taste . Let my show you what I have .,positive
Would you like a lift home ?,neutral
That would be great . Thanks !,positive
Mike's Mechanics . Can I help you ?,neutral
"Yes , how do I get to your shop from Chilin ?",neutral
"Go straight up Zhongshan Road and you will see our sign on your right , after you pass the museum .",neutral
Thank you very much .,positive
I think I going to need some iced water too . Is there an extra charge for that ?,neutral
"Yes , we charge 50 cents for water .",neutral
"That's fine . Could you give me some more napkins , too ?",neutral
Sure . Do you need anything else ?,neutral
"Yes , I would also like some sweet and sour sauce and pepper .",neutral
I'll put all that into the bag for you .,neutral
"Do I owe you anything for the sauce , pepper and napkins ?",neutral
"No , there is no charge for those .",neutral
I'm looking for some blush . Do you still have some in peach rose ?,neutral
"Oh , yes , that is a beautiful color . It has been very popular blush this season . I have two left .",neutral
"Great , I'll take one .",positive
"Have you heard about our special promotion this month ? If you purchase at least 18 dollar 50 cents in any Elizabeth Arden products , you will receive this black poke with a sample of lipstick , mascara and two shades of white shadow .",neutral
"Wow , that sounds like a bargain . I'm running low on facial moisturizer and toner . Could you ring those up for me too along with the blush ?",positive
I'd be glad to . Do you need anything else ?,neutral
"Oh , I almost forgot . It's my mum's birthday Saturday . I need to get her some more Chanel . Could you get me the 1.7 ounce bottle of Chanel cologne ?",neutral
That would be my pleasure . I'll wrap the perfume up in the gift box for you too .,positive
"Golden Taxi cabs , how may I help you ?",neutral
Can you send a cab to pick me up ?,neutral
"Sure , where are you ?",neutral
I'm on the corner of the Fifth and Mane .,neutral
"OK , I'm sorry it took so long .",neutral
I understand .,neutral
The phone has been ringing off the hook today .,neutral
Some days are just like that .,neutral
"Hello , I need to get a cab .",neutral
There is about a 15 - minute wait .,neutral
That's fine .,neutral
OK . Give me your address .,neutral
Is Tom available please ?,neutral
"He's on the other line , can you hold for a minute ?",neutral
Sure .,neutral
He'll be right with you .,neutral
"Hi Bill , it ’ s Jane .",neutral
"Jane , I ’ m on the other line , can you hang on for a second ?",neutral
Sure .,neutral
"OK , I ’ ll be right back .",neutral
Is Tom here ?,neutral
Speaking .,neutral
Looks like dinner's ready .,neutral
Just about .,neutral
May I try on this dress ?,neutral
By all means . (= Of course . ),positive
I made my little brother cry .,neutral
Shame on you !,negative
Can I have the check please ?,neutral
"Right away , sir .",neutral
Is this amount correct ?,neutral
"Yes , sir , it is .",neutral
"Thank you , the service was good",positive
Please come again .,positive
Are you through with your meal ?,neutral
"Yes , we are . Could we have the check please ?",neutral
Here you go . I can take care of it here when you are already .,neutral
Do you accept checks ?,neutral
"No , I'm sorry we don't . We accept credit cards and cash .",neutral
"Well , I don't have any cash with me , I'll have to put it on a credit .",neutral
"Thank you , I'll be right back . Do you need any to go boxes ? I'd be glad to bring you some when I come back .",positive
"Yes , we do , thank you .",positive
I'm looking for some black pumps to go with my evening gown . Could you show me what you have ?,neutral
"Sure , we have several different styles you may choose . How high of a heel do you want ?",neutral
"Not to high , maybe an inch or an inch in the half would be the best .",neutral
"In that case , I might have just the pair for you . Look at these , they were made in Italy , the leather is very soft , so your toes will not get pinched . You can tell just by looking at it that it was superbly made .",neutral
Those are beautiful . Do you have any in a size six ?,neutral
"Yes , we do , we also have this same style in dark blue and red .",neutral
"No , thank you . I'm just looking for a black pair .",neutral
Let me go to the back and get them . I'll be right back .,positive
Are you OK ?,neutral
I'm fine . I'm just so touched by the sad story .,negative
So I can say now that you must have enjoyed the opera . Which scene is your favorite ?,neutral
"I love them all . But if I had to name one as the best , I would say it's the ending .",neutral
"What's it about ? You know , I couldn't help falling asleep .",neutral
"Did you ? I didn't notice that . But still you should know it , for you have seen it with Laura before .",positive
"I guess I've done the same thing last time I was here with her , too . I mean falling asleep . For me , this one is not that attractive .",neutral
Then I doubt if you like operas at all .,neutral
Yes . I like Carmen very much . But I don't mind if you want to tell me about this one .,neutral
"OK , then . The man was old and he was visiting his wife's grave , with a rose in his hand . When he got there , he saw someone already put a rose on her grave .",neutral
Very impressive . And I do like the leading actress who has an amazing voice .,positive
"Me , too . There was always a good round of applause every time she sings .",positive
"Yes , the applause ! That was what kept waking me up during the show .",positive
"And it's been such a faultless performance with the perfect lighting , and music . Just amazing !",positive
"No doubt , it's not a simple thing to put on a ' phantom show ' .",positive
Exactly .,positive
Did anyone call ?,neutral
Just Mr . White .,neutral
What did he want ?,neutral
He wouldn't say over the phone .,neutral
"Could I have the check , please ?",neutral
Okay . I'll just be a minute .,neutral
Any phone calls for me while I was out ?,neutral
"Yes , your wife and your dentist called .",neutral
Thank you .,positive
You're welcome !,positive
"Hello , may I help you ?",neutral
"Well , I'm looking for some winter clothes . And I notice you have pre-season sale on all your winter apparel .",neutral
"Yes , everything is 25 % off .",neutral
Do you have any skirt that will go with this sweater ?,neutral
"Sure , we have both skirts and slacks that will go well with the sweater . I especially like this flowery skirt . It's very much in style this year .",neutral
I don't think that shade of green will go with my complexion . Do you have any of those skirts in black or tan ?,neutral
Look on the rack to your right .,neutral
"Oh , yes . Just show me where the fitting rooms are now . I can't wait to try this on .",positive
May I help you ?,neutral
"Give me six-piece chicken nuggets , a large fries , and a large coke .",neutral
You will need to wait a few minutes for fries . They're still in the fryer .,neutral
That's fine .,neutral
Your total comes to 7 dollars .,neutral
Here's 20 .,neutral
"Thank you . Your cash back is 13 dollars . Pull into a parking states , and we'll bring you your fries in two minutes .",positive
Thanks .,positive
I'm sorry . Is that bicycle yours ?,neutral
"Yes , it is . What about it ?",neutral
I backed into it while I was trying to get into the parking lot .,neutral
I see .,neutral
I'm really sorry . I'll face the music .,negative
Where did you hit it ?,neutral
Right here . See the scratch ?,neutral
"Oh , Yes , I see it now .",neutral
How are we going to get there ?,neutral
Let's take a cab .,neutral
"Hi , sorry to have kept you waiting .",neutral
That's all right .,neutral
How are you ?,neutral
"Fine , and you ?",neutral
"Andrew's Hair Salon , this is Andrew .",neutral
"Andrew , this is Linda Chen .",neutral
"Hi Linda , what can I do for you ?",neutral
I need to set up an appointment to get my hair fixed .,neutral
For what day ?,neutral
Tuesday morning .,neutral
I'm getting a tattoo tomorrow .,neutral
Are you nuts ?,positive
My mother bought me a new video game .,neutral
What's it like ?,neutral
"Well , the hero is a Super Warrior . He has to fight the bad guys to find the treasure .",neutral
Who are the bad guys ?,neutral
There are a lot ! Two really bad ones are Giant Monster and Human Spider .,neutral
Wow ! Where's the treasure ?,neutral
"It's in a dungeon , under a castle .",neutral
How do you find it ?,neutral
"It's not easy to find . Anyway , you can come to my home after school today and try .",neutral
Great !,positive
I played the video game at Mike's home yesterday .,neutral
What's it like ?,neutral
"It's really fantastic . The hero , Super Warrior , is so brave that he can defeat any enemies he meets . He runs through tunnels , swims under water , and climbs over bridges . It's really exciting !",positive
And then ?,neutral
I borrowed it from Mike yesterday . Why not have a try ?,neutral
That's neat !,positive
Mrs . Sue ?,neutral
Yes ?,neutral
Mr . Brown will have to call you back in a little while .,neutral
All right . But tell him I will only be here until four o'clock .,neutral
I lost my wallet .,neutral
"I'm sorry , that's bad luck .",negative
"Mr . Zhang , are you still there ?",neutral
Yes .,neutral
Can she call you back ? She is about to start a meeting .,neutral
That will be fine .,neutral
I'm going to the pub tonight .,neutral
Don't get drunk .,neutral
I'm sorry I'm late .,negative
Better late than never .,neutral
"Hi ! This is John Li , is my car fixed yet ?",neutral
Let me run and check .,neutral
Hi ! This is Tome Smith .,neutral
"Yes , Mr . Smith ?",neutral
Is my VCR ready ?,neutral
"No , it will be another hour .",neutral
This skirt is too tight . I would like to return it please . Do I need to go to the customer's service desk ?,neutral
I can help you with that . Do you still have your receipt ?,neutral
"No , I receive this as a birthday present , but the price tag is still on the skirt though . Will that be OK ?",neutral
"Oh , yes , that will help me a lot .",neutral
Do you have any more skirts in this style ? I would like to find a size larger .,neutral
I'm sorry . I think we're out of this skirt in this color . Do you want me to call another one of our store to see if it's available there ?,negative
"No , that's all right . I'll just look for something else .",neutral
"Well , your refund total is 50 dollars .",neutral
Nani Book Store . How can I help you ?,neutral
Do you have the ' The man and the Sea ' by Ernest Hemingway ?,neutral
"Yes , we have one copy left .",neutral
Can you hold it for me ?,neutral
Would you ring these up for me here ?,neutral
I would be happy to . Did you find everything you needed ?,neutral
"Yes , I did , thanks .",positive
The total is 200 dollars . Would you like to put that on Sears card ?,neutral
"No , I'll pay for it in cash .",neutral
Benter's Books .,neutral
"Yes , I need to order a large number of Webster's dictionaries .",neutral
We have several hundred in stock .,neutral
Is there a discount for buying in large quantity ?,neutral
I'm a little rushed . Is there any quicker way to get there ?,neutral
"Yeah , of course . You can take a taxi .",neutral
How much will that run me ?,neutral
"It depends on traffic and distance , but it is reasonable .",neutral
Do the drivers speak English ?,neutral
"Some are better than others . But , you shouldn't have a problem .",neutral
Are they safe ?,neutral
"For the most part , yes . If you don't feel comfortable with it , then it is best not to take one at night .",neutral
Excuse me.Could you please tell me where the train station is ?,neutral
It's two blocks down the road .,neutral
"Diana's Flowers , Diana Lin's office , may I help you ?",neutral
Is Diana in ?,neutral
"No , she's out for lunch . May I take a message ?",neutral
"Yes , please ask her to call John Smith .",neutral
"Ok , I'll make sure she gets the message .",neutral
What's for lunch ?,neutral
Pork chops .,neutral
Could you have a taxi pick me up and take me to the airport before 1 p . m . ?,neutral
"What's your address , sir ?",neutral
I live at 323 Park Street .,neutral
"Ok , someone will be there by 12:15 .",neutral
What are your rates ?,neutral
It's 2 dollars initially and 35 cents for each quarter mile .,neutral
I have four very large suitcases . Will those fit in the taxi ?,neutral
"No , I'll send a larger vehicle to pick you up .",neutral
Do you think you can fix my computer ?,neutral
I'll give it a try .,neutral
"Ah , Oh ! Are you hurt ?",neutral
I don't think so . I'm just shaken up a little .,neutral
Maybe I'd better call an ambulance .,neutral
"No , don't bother . I think I'm OK .",neutral
Are you sure ?,neutral
"Yes , it's OK .",neutral
Taxi !,neutral
Where would you like to go ?,neutral
Please rush me to the railway station,neutral
Get in and close the door .,neutral
Can you speed up a bit ?,neutral
Sorry . The road is too crowded .,negative
But I have no time to lose .,neutral
But I can't help it .,neutral
Can you drop me off here ?,neutral
Sorry . We mustn't stop here .,negative
"Hello , is Sue there ?",neutral
Who ?,neutral
Sue John .,neutral
You must have the wrong number .,neutral
"Oh , I'm sorry .",negative
"I passed all the tests , Mom .",positive
Well done !,positive
May I please speak to Robert ?,neutral
There is no one here by that name .,neutral
Is this 2517758 ?,neutral
"No , this is 2517759 .",neutral
"Oh , I'm sorry .",negative
That's all right .,neutral
Is Tom in ?,neutral
Wrong number .,neutral
Isn't this Li's residence ?,neutral
"No , it is not .",neutral
"Oh , I'm sorry .",negative
Let's eat out .,neutral
Good idea .,positive
May we see the wine list please ?,neutral
Sure . Our special wine today is a 1989 Chardonnay .,neutral
That sounds pretty good ! How much is it ?,positive
It's $ 4.25 cents by the glass . The whole bottle is $ 22.5 .,neutral
I'd like a bottle please .,neutral
I'll need to see your ID please .,neutral
Here you go .,neutral
"Sorry about the inconvenience , you look so young . I had make sure you are over 21 years old .",neutral
Help ! Help !,neutral
What's the matter ?,neutral
"Hello , is John in ?",neutral
"No , can I take a message ?",neutral
"No , I'll call back later .",neutral
All right .,neutral
That's two for me and one for you .,neutral
That's not fair !,negative
May I please speak to Tom ?,neutral
Tom has gone to lunch .,neutral
I'll just try him again .,neutral
Do you want me to have him give you a call ?,neutral
"No , but what time do you expect him back ?",neutral
He should be back in about forty minutes .,neutral
"Hello , is John in ?",neutral
"No , he's not . May I take a message ?",neutral
"Yes , would you leave him a message to call me ?",neutral
"Yes , what's your name ?",neutral
I can't finish this steak .,neutral
That's all right .,neutral
"Dad , how can we get to the zoo ?",neutral
We can take a bus there .,neutral
Does this bus go there ?,neutral
I think so .,neutral
"Let's step in , Dad .",neutral
"No , it's too crowded .",neutral
Dad . Here comes another bus .,neutral
"Fine . Let's get on . Oh , no , Judy ! Get off the bus quickly !",neutral
Why ? Dad ?,neutral
We got on the wrong bus .,neutral
I'm trying to reach Robert please .,neutral
Robert is not available at the moment .,neutral
What time should I call back ?,neutral
Around 3:30 .,neutral
I can't find my keys .,neutral
Where did you See then last ?,neutral
Can you connect me to Mary . Smith Hotel room ?,neutral
Mrs . Smith has not checked in yet .,neutral
Can you leave a message for her to call her office ?,neutral
"Yes , I'll see that she get the message when she checks in .",neutral
May I please speak to Tom ?,neutral
"He's with someone right now , would you hold ?",neutral
What's the best way downtown ?,neutral
Let me see . It depends .,neutral
Depends ? Depends on what ?,neutral
"If you are in a hurry , you should take a taxi .",neutral
Is that expensive ?,neutral
"Yes , very . Believe it or not , it will cost you more than one hundred dollars .",neutral
I am in no particular hurry .,neutral
Take a bus then . It will only cost you 5 dollars .,neutral
That's not so bad .,neutral
This is how you turn on the computer .,neutral
I see .,neutral
May I speak to Marry Lin please ?,neutral
I'm sorry Marry is out right now .,neutral
When will she be back ?,neutral
Why don't you call back later this afternoon ?,neutral
Let's go !,neutral
Where to ?,neutral
I'd like to talk to Mr . White please ?,neutral
He stepped out of the office for a little while .,neutral
When is a good time to catch him ?,neutral
In about twenty minutes .,neutral
You stepped on my foot !,neutral
Sorry . I didn't mean to .,negative
"Somebody , please answer the phone .",neutral
I've got it .,neutral
Is Tom in ?,neutral
"No , he is at work now .",neutral
May I have his office phone number please ?,neutral
"Sure . It's 289,1234 .",neutral
Do you mind if I smoke ?,neutral
Go right ahead .,neutral
Where are you going ?,neutral
To the office . I'll be right back .,neutral
"Jessie , I ’ m afraid I can ’ t come back home for dinner tonight .",neutral
Not back home for dinner again ? That ’ s the third time this week !,negative
I ’ m sorry . Our company has just opened . There are always too many things to handle . You know that .,negative
You don ’ t have to explain . Suit yourself .,neutral
"I apologize . You have my word , I ’ ll spend some time with you on the weekend . I promise .",neutral
We ’ ll see .,neutral
Thank you for understanding . I promise I ’ ll make it up to you .,positive
I hate doing the damn laundry .,negative
Watch your language .,neutral
"Sam , you ’ Ve got to forgive me .",neutral
Forgive you for what ?,neutral
I used your computer . And I ’ m afraid I ’ Ve erased your personal files accidentally .,neutral
No ! Are you kidding me ?,positive
I ’ m afraid not . I apologize .,negative
I can ’ t believe it ! I have all my important personal documents stored in that computer . It ’ s no laughing matter .,negative
I told you I ’ m sorry . What can I do to make it up to you ?,negative
"Well , you should be sorry ! Don ’ t ever use my computer again ! You can ’ t do anything now , it ’ s too late !",negative
It looks to be a nice day today .,neutral
"Good , let's go for a drive .",positive
"Okay , I'll get the car out of the garage .",neutral
Great .,positive
"Jim , could you do me a favor ?",neutral
"Sure , just ask . What can I do for you ?",neutral
My car has a problem starting . Could you please take a look at it for me ?,neutral
No sweat . It ’ s a piece of cake .,neutral
Are you sure ?,neutral
Absolutely . I ’ m a great mechanic .,neutral
Thanks for helping me out . I really appreciate it .,positive
Anytime .,positive
Could you baby-sit for me tonight ?,neutral
I'd be glad to .,positive
How did you get the piano here ?,neutral
It was hard work .,neutral
You never did it on your own .,neutral
It took three of us to move it .,neutral
It sounds like Bob's getting out of bed .,neutral
What time did he come in last night ?,neutral
It was after 2 am .,neutral
Who was he out with ?,neutral
Are you ready to leave ?,neutral
Give me a sec .,neutral
Don't do that . You are asking for trouble .,neutral
I don't care .,neutral
Shall we buy ?,neutral
It really depends on you .,neutral
But if you were me ?,neutral
"If I were you , I'd buy .",neutral
It's time to go to bed .,neutral
"But mum , we're watching this movie .",negative
"I don't care , it's school in the morning .",neutral
Just 10 more minutes .,neutral
What are you eating ?,neutral
Rice .,neutral
Why ?,neutral
Because it's supposed to be good for you .,neutral
It's your turn to go first .,neutral
I went first last time .,neutral
"No , Mary went first last time .",neutral
"Oh , Okay .",neutral
Shall we go out tonight ?,neutral
"Yeah , let's go Joe's Disco .",neutral
We'd better ask dad first .,neutral
"Okay , but you ask him .",neutral
I'll cook dinner for you .,neutral
Don't go to too much trouble .,neutral
Have you got any better ?,neutral
That's the best there is .,neutral
"Okay , I'll take one .",neutral
"That'll be $ 200 , sir .",neutral
Let me help you with that .,neutral
Thanks very much .,positive
You really shouldn't be lifting this by yourself .,neutral
"I know , but there was nobody else .",neutral
Let's eat out .,neutral
Why not ?,neutral
Why aren't you going out ?,neutral
It's raining cats and dogs .,neutral
What are you doing tomorrow ?,neutral
I'm going to work .,neutral
What time will you be home ?,neutral
Around 6 o'clock .,neutral
What did you do today ?,neutral
Played poker with my work friends .,neutral
Did you win ?,neutral
Of course .,neutral
Hang out the clothes .,neutral
But it's raining .,neutral
Do you play mahjong ?,neutral
Once in a while .,neutral
I'll go take a shower .,neutral
"I cooked , so ...",neutral
Okay ! I'll do the dishes .,neutral
"Hello , Mr . Brown .",neutral
Hello . Can you help me ?,neutral
"Yes , I'm here to fix your pipes .",neutral
"Oh good , come in , please .",positive
Here comes the bus .,neutral
It's about time .,neutral
Can I have this shoe in the black please ?,neutral
"Of course , sir , I'll have a look in the back .",neutral
Okay .,neutral
I'm afraid I haven't got one in your size .,neutral
"Get up , you lazybones !",neutral
Just a minute .,neutral
Shall we start decorating the bedroom ?,neutral
I've already started .,neutral
When ?,neutral
This afternoon .,neutral
How much is this ?,neutral
You mean the large one or the small one ?,neutral
The large one .,neutral
They're on special this week . They've been reduced to five dollars .,neutral
Is this the only kind you have ?,neutral
No . We have some that are different in style but not in color . They're over there . Do you see the sign ?,neutral
"Oh , yes . I think I'll look at those over there before I decide .",neutral
Very well . Just take your time .,neutral
Why did you stay home today ?,neutral
I'm off today .,neutral
My battery's flat in my mobile .,neutral
Is that why you didn't return my call ?,neutral
And I couldn't find another phone .,neutral
That's okay .,neutral
Is there a doctor here ?,neutral
No .,neutral
Can you call an Ambulance ?,neutral
"Sure , what's happened ?",neutral
"I am a student in Cambridge University . I read your ad , I want to know something more about your room , please ?",neutral
"It's a big bedroom with a drawing room , facing a beautiful wood .",neutral
Is there a bathroom ?,neutral
"No , but there is one downstairs , which my daughter used some years ago .",neutral
It sounds good . Could I go and see it myself ?,positive
"Certainly , you're welcome anytime .",neutral
See you later !,neutral
"( after a while ) Good afternoon , Mrs . Smith . I called you just now .",neutral
"Welcome ! Come in , please !",positive
Yes .,neutral
This way please . Your room is upstairs ... Here it is .,neutral
"Wonderful ! A modest , comfortable room . Ah , a beautiful window , through which I can see a beautiful scene , and hear the birds singing . How nice !",positive
"Yes , if you want to wash something , there is a separate lavatory room outside .",neutral
Excellent ! I like it ! When can I move in ?,positive
Anytime you like .,neutral
OK .,positive
I wonder if you could help me ?,neutral
"Of course , what's the problem ?",neutral
Could you take a picture of me to my friend ?,neutral
Sure thing .,neutral
You just ran a red light .,neutral
Did I ?,neutral
First you add the washing powder then you add the clothes .,neutral
I take it you've done this before ?,neutral
"Yes , for the last 20 years .",neutral
Good .,positive
"Good afternoon , sir . Would you like a tea ?",neutral
I'd rather have a cup of coffee .,neutral
"Of course sir , would you like milk and sugar with that ?",neutral
"Yes , please . Milk and two sugar .",neutral
He's going too slow .,neutral
Pass him .,neutral
I stayed at Bob's last night .,neutral
I was worried where you were .,neutral
I guess I should have told you .,neutral
"Yes , you should have .",negative
Are you going to come home late tonight ?,neutral
"Yes , I've got to work overtime .",neutral
"Ah , Bob . Just the person I wanted to see .",neutral
So what is it ?,neutral
"You gotta help me out this time , buddy .",neutral
"Another tough thing , I guess .",neutral
"Hi , Bob , what time will you be home tonight ?",neutral
I'll be back late tonight .,neutral
Why ? What's the problem ?,neutral
I have a meeting with my General Manager .,neutral
"Anna , Would you like to dance ?",neutral
"I ’ d love to , but I ’ m a terrible dancer . I ’ m afraid I may step on your toes .",neutral
Don ’ t worry about it . I ’ ll show you how . It ’ s a piece of cake .,neutral
Thank you . I ’ ll try my best .,positive
"Jodi , I must get a hold of Jim today , but I forgot his address and phone number .",neutral
Don ’ t worry about it . I have his pager number right here .,neutral
Really ? You ’ Ve helped me a lot . Thank you .,positive
Forget it . It ’ s nothing .,neutral
How's the chicken ?,neutral
It's delicious .,positive
"Would you pour me some of that tea , please ?",neutral
Okay . Say when .,neutral
Would you care for a drink ?,neutral
"No , thanks . I'm fine .",neutral
"Hello , could I speak to Allison , please ?",neutral
I'm sorry ; he's out at the moment .,neutral
When do you expect him back ?,neutral
I think he'll be back in about an hour at least .,neutral
"Well , may I leave a message ?",neutral
"Yes , of course .",neutral
Would you please ask him to call Chris when he gets back ?,neutral
Ok . Does he know your number ?,neutral
I'm afraid he doesn't . My mobile is 139- 2477 - 4026 .,neutral
"13924774026 . All right . Thanks for calling . Oh , hang on , someone's at the door that may be him , please hold on .",positive
Welcome back .,neutral
It's good to be home .,positive
How can I get to Lakeside Park ?,neutral
Take the No . 7 bus . There's a bus stop just over there .,neutral
Will it take me straight there ?,neutral
Yes . No need to change .,neutral
I come home for lunch .,neutral
How long have you got ?,neutral
Only 1 hour .,neutral
"Okay , I'll make you some food .",neutral
May I speak to Marry ?,neutral
"Marry is not in right now , she went shopping with her mum .",neutral
Will it be too late if I call around ten this evening ?,neutral
That's all right . We don't go to bed early .,neutral
Hello . Excuse me . Do you know if there's a Commercial Bank around here ?,neutral
"Yes , go straight along Beijing Road and turn right .",neutral
"Straight on , and turn right . Is it far ?",neutral
"No , it's just a couple of minutes .",neutral
Thanks very much .,positive
You're welcome .,positive
We're broke .,neutral
I can't believe it 。,positive
Where do you want to go ?,neutral
I'm going to the hospital .,neutral
Get in . I'll take you .,neutral
About how much will it cost ?,neutral
It will cost you $ 10 .,neutral
"By the way , what's the time ?",neutral
"You can see the time on the meter . I have radio time , you know .",neutral
It's a quarter to 12 . Could you please drive a little faster ?,neutral
Certainly .,neutral
I broke Mom's vase .,neutral
She's going to kill you .,neutral
Who broke my chair ?,neutral
It wasn't me .,neutral
Man ! That car almost hit me !,negative
"Yeah , that was close .",neutral
Where can I get a good novel ?,neutral
There's a bookstore just across the street .,neutral
The washing machine isn't working again .,negative
It's not my fault .,neutral
I'll treat you dinner .,neutral
Don't be silly . Let's go Dutch .,neutral
Where did this come from ?,neutral
I have no idea .,neutral
Would you please put that cigarette out ? I get sick on it .,neutral
"You do ? OK , fine with me .",neutral
Thank you so much .,neutral
But I also want ya to do me a favor .,neutral
What ?,neutral
You gotta have some better deodorant .,neutral
I ’ m sorry ? !,positive
"Do you mind if I get a lift in your car , please ?",neutral
I don ’ t see any problem ; only the car is a bit old .,neutral
Oh you ’ re so kind !,neutral
Get in .,neutral
"That'll be eight dollars , please .",neutral
Here's ten . Keep the change .,neutral
These are new arrivals .,neutral
Let me have a look .,neutral
Try them if you like .,neutral
"I like the fabric , but I don ’ t like the style .",neutral
What about that one over there ?,neutral
They are too bright .,neutral
Thank you for calling the Twin Theatre .,neutral
What time does the next showing of Forrest Gump begin ?,neutral
The next show is at two o'clock .,neutral
What about the one after that ?,neutral
Do you have wool socks ?,neutral
Yes . We have socks made of various materials . These socks are of imported wool .,neutral
Can you guarantee the quality ?,neutral
"Yes , absolutely .",neutral
Where are the panty-hose ?,neutral
"Here . We have black , white and transparent panty-hose here .",neutral
Do you have any fresh baked donuts for sale yet ?,neutral
They will be ready in about half an hour . Do you need anything else ?,neutral
"Yes , I'd like five croissants , too .",neutral
It's going to be 3 dollars 40 cents .,neutral
Taxi !,neutral
"Yes , sir . Where to ?",neutral
"Wangfujing , please !",neutral
All right .,neutral
